Pango lineage,antigenic_score,frequency,zscore,significant,date
BC.1,18.24384515419981,0.0014654115866334,2.168519829229612,yes,03-2022
BD.1,18.16757682579287,0.0011002637981877,2.106732301568268,yes,03-2022
BA.1.1.2,17.834973902665524,0.0113822470688755,1.837279532086773,yes,03-2022
BA.1.1.15,17.443737658533895,0.0019257629238817,1.5203259451742406,yes,03-2022
BA.1.1.14,17.079356371969194,0.0029332333896922,1.2251284589678542,yes,03-2022
BA.2.9.3,16.918669475928056,0.0036749271528931,2.5765520512204048,yes,05-2022
BA.1.1,16.716117582991238,0.0043553160292587,2.298242368941852,yes,05-2022
BA.2.3.7,16.344204718269204,0.0027422360184222,1.787227884133344,yes,05-2022
BA.2.3.1,16.191929731696682,0.0074594610244712,1.5779995105175566,yes,05-2022
BG.5,16.03584602804984,0.0014434998045691,1.3635378960592666,yes,05-2022
BA.2.10.1,15.80925034412615,0.0026305612484412,1.0521916435798346,yes,05-2022
BA.2.75.1,16.565462585731225,0.0012840154419307,2.533798746242826,yes,07-2022
BA.2.3.1,16.29249433338885,0.0014409319151233,2.040194343720936,yes,07-2022
BA.2.56,16.11187850054831,0.0024482344365854,1.7135894382412131,yes,07-2022
BA.2.75.3,15.939168916447734,0.0010174261648939,1.4012812839477151,yes,07-2022
BA.2.75,15.904336851550122,0.0041355083418821,1.3382949826659654,yes,07-2022
BA.2.12.1,15.866744883692624,0.042573295178446,1.270317990196351,yes,07-2022
BA.2.2,15.797291706509853,0.0019673613735759,1.1447268500825518,yes,07-2022
XBB.1,19.43439582767935,0.001276509502736,3.478974732672994,yes,09-2022
BA.2.75.2,19.13551511421493,0.0054932257274137,3.200900646675957,yes,09-2022
BA.2.75.5,18.88828461696696,0.0020357604155008,2.970881139040488,yes,09-2022
BA.2.3.20,18.596849781383973,0.0016818466434152,2.6997345849752525,yes,09-2022
BY.1,18.53462237797496,0.0010435918920472,2.6418391519566558,yes,09-2022
BM.1.1,18.29418797929251,0.0010829156445011,2.4181426314254635,yes,09-2022
BM.1.1.3,18.23453141817428,0.0022868274503991,2.362639071110745,yes,09-2022
BA.2.75.1,18.04009354437428,0.0022868274503991,2.18173702021083,yes,09-2022
BL.1,17.961955377353224,0.0020781090719896,2.109038453869748,yes,09-2022
XBB.1.4.1,20.50930515193939,0.001085356652525,2.4849921855189865,yes,11-2022
XBB.2.6,20.27959613491401,0.0056401439720961,2.33473172521104,yes,11-2022
CH.1.1,20.099849070402364,0.0036178555084169,2.2171530728695923,yes,11-2022
BN.1.3.6,20.04375626915332,0.0021738054892453,2.180460868772475,yes,11-2022
BN.1.9,20.03048141430807,0.0011564768890153,2.1717773359038106,yes,11-2022
BN.1.2.3,19.96796901521985,0.001085356652525,2.130885855092188,yes,11-2022
XBB.1.1,19.95980542263058,0.0013172704671671,2.125545772251231,yes,11-2022
BN.1.3,19.948026013197847,0.0095981397419881,2.117840460955929,yes,11-2022
BN.1.5,19.946373877224342,0.0031602122475231,2.116759742771311,yes,11-2022
BN.1.2,19.83412101546757,0.0052845427896448,2.0433313380143767,yes,11-2022
XBF,19.81589542256033,0.0031663966159136,2.031409359438654,yes,11-2022
BA.2.75.2,19.80822790359928,0.0026623705920914,2.026393775185901,yes,11-2022
BN.1.4,19.711760153253,0.0017594528070848,1.963290947270781,yes,11-2022
BN.1,19.704425361654664,0.0047743323974322,1.958493011272879,yes,11-2022
XBB.2,19.670519487243396,0.0028540860121955,1.9363140286532363,yes,11-2022
BN.1.3.1,19.650355457222197,0.0037910178233497,1.923124052604913,yes,11-2022
XBB.1,19.63627756272929,0.0211969226582889,1.91391522426172,yes,11-2022
BM.1.1.3,19.425922109120197,0.0020779477791933,1.7763145863028809,yes,11-2022
BA.2.75.5,19.41936758562453,0.0011070019418916,1.772027050139474,yes,11-2022
XBB.1.5,19.39295922019951,0.0017934668332323,1.7547524424809244,yes,11-2022
BR.2.1,19.293761664136674,0.0044310999517619,1.6898639560451547,yes,11-2022
XBB.1.15,19.125709936722043,0.0024768395403777,1.579935620432285,yes,11-2022
BL.1,19.027632525807704,0.0010204207844252,1.5157798589361131,yes,11-2022
CM.2,18.888238450275832,0.0013079939145815,1.4245974655549003,yes,11-2022
BA.2.3.20,18.82124114375701,0.0039239817437445,1.3807722546542829,yes,11-2022
XBB.3,18.758657691366032,0.0011626612574057,1.3398342954670304,yes,11-2022
XBB,18.39808389327356,0.003877598980816,1.103970742621066,yes,11-2022
BN.1.1,21.01502994265165,0.001023092662964,1.9843290674643643,yes,01-2023
CH.1.1.3,20.87581779136425,0.0011286498424762,1.9040564565237692,yes,01-2023
CH.1.1.10,20.738904207127653,0.0012666861541459,1.8251092469715184,yes,01-2023
DV.6,20.664920028630984,0.0031261164701679,1.7824484366808877,yes,01-2023
BN.1.2.2,20.50265261315897,0.0022167007697554,1.6888816827009905,yes,01-2023
CH.1.1.1,20.484455317732092,0.0078315307414985,1.6783887451056454,yes,01-2023
CH.1.1.2,20.46535592203416,0.0029840202669784,1.667375637802276,yes,01-2023
CH.1.1.7,20.34812274829208,0.0014778005131702,1.5997765607238628,yes,01-2023
BN.1.2.5,20.328499685782592,0.001400662574296,1.5884614962864574,yes,01-2023
BN.1.3.5,20.317498120218065,0.0019690473870538,1.5821177656269418,yes,01-2023
XBB.2.6,20.29152711516824,0.0037594595472408,1.5671423459899263,yes,01-2023
BN.3.1,20.224193325725828,0.0013722433336581,1.5283162878255945,yes,01-2023
XBB.1.4.1,20.140284321214796,0.0016036571502809,1.4799326172103675,yes,01-2023
BN.1.3.7,20.099427517626296,0.0010149728799246,1.4563737376987314,yes,01-2023
BN.1.2,20.05524835240244,0.0090210789567702,1.4308991156280362,yes,01-2023
BN.1.3.6,20.054478924636022,0.0011327097339959,1.430455447635199,yes,01-2023
BN.1.3,20.03852741839829,0.0132880249439734,1.4212574786195902,yes,01-2023
CH.1.1,19.98644095746611,0.022978986001494,1.391223346002464,yes,01-2023
BN.1.2.3,19.953968529222383,0.0019284484718568,1.3724990710408354,yes,01-2023
XBB.1.5.1,19.943782503103343,0.0011124102763974,1.366625597323757,yes,01-2023
BN.1.2.1,19.915257034247567,0.0012910455032641,1.3501772209271423,yes,01-2023
BN.1.4,19.89418916865723,0.0013275845269414,1.3380290530966612,yes,01-2023
XBB.1.5.16,19.836502057662063,0.0017944720517067,1.3047654696064392,yes,01-2023
CH.1.1.24,19.81587948475924,0.0014859202962096,1.292874066766144,yes,01-2023
BN.1.5,19.79579466364345,0.0028094449316314,1.2812927427486005,yes,01-2023
XBB.1.5.19,19.759459037739287,0.0014250219234142,1.2603408679696066,yes,01-2023
CH.1.1.11,19.751531875668483,0.0016361362824385,1.2557699020669326,yes,01-2023
XBB.1.5.20,19.72705906019494,0.0014250219234142,1.2416583695824368,yes,01-2023
XBB.1.5.13,19.695230595661307,0.0038812562928318,1.2233054174391285,yes,01-2023
BN.1.3.1,19.676877804632905,0.0047460131865276,1.212722817858035,yes,01-2023
BN.1,19.675142162333938,0.0044861801292669,1.2117220105455384,yes,01-2023
XBB.1.5.31,19.66877452761516,0.0018350709669037,1.2080503004278131,yes,01-2023
XBB.1.5,19.65236778536332,0.1053217058040209,1.198589832893873,yes,01-2023
XBB.1.5.48,19.64625912867689,0.0013438240930202,1.1950674548756832,yes,01-2023
XBB.1.5.15,19.645027836078597,0.0027120075351586,1.1943574660508365,yes,01-2023
CH.1.1.25,19.62844832178441,0.001144889408555,1.184797374577406,yes,01-2023
XBB.1.5.67,19.57887591768008,0.0012585663711065,1.1562128992190577,yes,01-2023
XBB.1.5.33,19.5329420961872,0.001871609990581,1.1297265059867592,yes,01-2023
XBF,19.50103672451478,0.0113027379908408,1.1113292075936922,yes,01-2023
XBB.1.15,19.470019092474622,0.0065689044788723,1.09344379826676,yes,01-2023
XBB.1.5.21,19.46279058107826,0.0011408295170353,1.0892756888191737,yes,01-2023
XBB.1.5.51,19.401009619282107,0.0010474520120822,1.0536515061315594,yes,01-2023
XBB.2,19.357015077644277,0.0015955373672415,1.028283341846011,yes,01-2023
XBB.1.5.11,19.31183781548484,0.0016523758485173,1.0022331964014597,yes,01-2023
DV.1.1,22.643212889607607,0.0026201764932737,2.575874054681379,yes,03-2023
EG.1.3,20.93118637747776,0.0021948231664435,1.388356717691234,yes,03-2023
EM.1,20.82530311827756,0.0014688868219867,1.3149126412669527,yes,03-2023
EG.1.4,20.717521485654945,0.0016673850411742,1.2401517912207556,yes,03-2023
CH.1.1.1,20.66289558413921,0.0069587804269413,1.2022614871635189,yes,03-2023
DV.6,20.64062175302884,0.0056940632018329,1.1868116326096594,yes,03-2023
BN.1.2.2,20.64043210520472,0.001570971620426,1.1866800867034062,yes,03-2023
FT.1,20.578166510798685,0.0010208479843923,1.1434906428885598,yes,03-2023
XBB.1.5.91,20.56290161389862,0.0011059186497583,1.1329024133326744,yes,03-2023
EG.1.2,20.535672583198306,0.0019339397926544,1.114015470988636,yes,03-2023
BN.1.2.5,20.459500363561972,0.0017014133073206,1.0611799390770238,yes,03-2023
EG.1.6,20.397923991310297,0.0015879857534992,1.0184685621913592,yes,03-2023
XBB.1.5.50,20.391704674697557,0.0012023320705065,1.0141546416711245,yes,03-2023
DV.1.1,22.6744009148289,0.0014642777246751,2.7657793199812137,yes,05-2023
FR.1.1,22.04071658469686,0.0021150678245307,2.1921008223929315,yes,05-2023
FK.1.5,21.77919331040405,0.0010371967216448,1.9553421210227984,yes,05-2023
FK.1.1.2,21.766368285854533,0.0032234447133472,1.9437315438548748,yes,05-2023
FK.1.1,21.74616235085005,0.0039352463850643,1.925438981005285,yes,05-2023
FK.1.3.2,21.68777708002744,0.0011388826747473,1.872582420010918,yes,05-2023
FK.1,21.66934025446257,0.001128714079437,1.8558914433093996,yes,05-2023
EG.5.1.1,21.633635588064216,0.0060808199955258,1.8235677792982825,yes,05-2023
FR.1,21.280753464738734,0.0010270281263346,1.5041013246158026,yes,05-2023
XBB.1.42.2,21.278518593882225,0.0025014744463199,1.5020780816629613,yes,05-2023
EG.5.1,21.228821877488603,0.0035386711679648,1.4570873248458822,yes,05-2023
GJ.3,21.046447738344312,0.001128714079437,1.2919828443209307,yes,05-2023
EG.1.4,21.02248725159186,0.0024811372556994,1.2702912616384812,yes,05-2023
EG.1.3,20.99760427595562,0.0030099042118321,1.2477645438394966,yes,05-2023
FL.25,20.95342292959607,0.0011592198653677,1.2077668869687748,yes,05-2023
EG.1.6,20.92401268319966,0.0055825588253238,1.1811416018479044,yes,05-2023
EU.1.1.1,20.91503227103216,0.0018201785605336,1.1730115769837846,yes,05-2023
DV.8,20.86919374019517,0.0010371967216448,1.1315136603527418,yes,05-2023
CH.1.1,20.82143649083739,0.0026641719712838,1.088278715510708,yes,05-2023
CH.1.1.1,20.80524224341877,0.0013219173903316,1.0736179592209831,yes,05-2023
EL.1,20.804655380177785,0.0011388826747473,1.0730866681563755,yes,05-2023
EG.1.2,20.80348803700132,0.0023082711354253,1.0720298648746769,yes,05-2023
GJ.1.2,20.76409649218043,0.0030200728071424,1.0363684461272362,yes,05-2023
DV.6.2,22.221602526950825,0.0015796927769909,1.9913399733875117,yes,07-2023
HK.3,22.179494349631653,0.0014889058357845,1.9567508357594696,yes,07-2023
JL.1,21.931950760085893,0.0010531285179939,1.7534098261774815,yes,07-2023
FK.1.3.2,21.91641729144805,0.0019973127065402,1.740650088787696,yes,07-2023
HK.1,21.875116447972644,0.0013073319533718,1.7067241235696602,yes,07-2023
HK.6,21.68291200369626,0.0010712859062352,1.54884063397083,yes,07-2023
FK.1.1,21.654449153321064,0.0047390783309728,1.525460247746757,yes,07-2023
FK.1.1.2,21.60367412084472,0.001452591059302,1.4837518505135945,yes,07-2023
EG.1.5,21.482537326203637,0.0010712859062352,1.3842458274933878,yes,07-2023
FL.24,21.457170583217287,0.0018338962123688,1.3634086927563682,yes,07-2023
HV.1,21.39326460344515,0.0015252206122671,1.3109140736509506,yes,07-2023
GJ.1.1,21.391411525622683,0.0024149326360896,1.309391890362157,yes,07-2023
EG.10.1,21.377906848928088,0.0010712859062352,1.2982986740191436,yes,07-2023
JA.1,21.277873340798667,0.0010168137415114,1.2161276326587518,yes,07-2023
EG.5.1.1,21.223960110247447,0.0739368849184733,1.1718414091688678,yes,07-2023
DV.7.1,21.21720897164267,0.002905182118604,1.1662957865080574,yes,07-2023
EG.5.1.3,21.196389187231848,0.0130370047572357,1.1491936834435252,yes,07-2023
XBB.2.3.3,21.110163846167257,0.0033954316011184,1.0783651560888146,yes,07-2023
EG.1.4,21.09677010680948,0.0020154700947815,1.0673630675754902,yes,07-2023
EG.5.2.3,21.088445741248734,0.0011439154592003,1.0605251409688763,yes,07-2023
GJ.1.2,21.069000581194025,0.018992628100374,1.0445522026905585,yes,07-2023
EG.1.6,21.052107444690066,0.0057922068489668,1.030675586301401,yes,07-2023
JN.2,23.82703082688554,0.0011411003602482,2.5159531601355103,yes,09-2023
BA.2.86.1,23.40883112072169,0.0023104924649653,2.2149135314981705,yes,09-2023
HK.3.2,22.87532943935777,0.0018389633904826,1.830874170236007,yes,09-2023
HK.2,22.68027550685583,0.001527754201324,1.6904652638231643,yes,09-2023
DV.7.1.2,22.44291696262409,0.0020087138572964,1.5196035272981088,yes,09-2023
GJ.4,22.40886039720504,0.0011976838491861,1.4950880251222245,yes,09-2023
DV.7.1,22.278448317358517,0.0111375167392821,1.4012113353298163,yes,09-2023
HK.8,22.183583501847902,0.0013862954789792,1.3329232222318266,yes,09-2023
EG.10.1,22.114145338543565,0.0051962504007997,1.2829383977895836,yes,09-2023
HK.3,22.089446587900994,0.045002734868632,1.2651590865857332,yes,09-2023
EG.5.1.9,21.93623232184074,0.0011222391972689,1.154868321009131,yes,09-2023
EG.5.1.8,21.93385604637819,0.0045644014409928,1.1531577672420117,yes,09-2023
JG.3,21.83520313494104,0.00573379354571,1.0821428062429788,yes,09-2023
HK.1,21.80105476839802,0.0028763273543446,1.0575612213418808,yes,09-2023
JQ.1,24.992336637220184,0.0013180881445294,1.906344597314144,yes,11-2023
JN.9,24.8818644429216,0.0010670237360476,1.846209293743424,yes,11-2023
JN.4,24.880844080195978,0.0017156067912922,1.8456538614679363,yes,11-2023
JN.1.2,24.856476829493182,0.0019352881487138,1.8323896004699525,yes,11-2023
JN.1.29,24.536366542974715,0.0011716339062483,1.6581382480991549,yes,11-2023
JN.1.19,24.44901406725046,0.0014436203487703,1.610588114070548,yes,11-2023
JN.1.1,24.28998885715557,0.0295942171497913,1.524023079808564,yes,11-2023
JN.1.5,24.144251634982165,0.0019875932338141,1.444691333457407,yes,11-2023
JN.1.4.5,24.059977812340907,0.0055652610546797,1.3988170576744927,yes,11-2023
JN.6,23.93828579749754,0.0019039050976535,1.3325742686975728,yes,11-2023
JN.1.4,23.923135773136828,0.0140282238239201,1.324327385218706,yes,11-2023
JN.3,23.90804777665877,0.0052828135951377,1.3161142664855896,yes,11-2023
JN.1,23.76917610311251,0.0429110918163463,1.240519766900413,yes,11-2023
JN.1.39,23.740628070915403,0.0014226983147301,1.224979706404469,yes,11-2023
XDD,23.718562496846605,0.0011611728892282,1.2129683581777566,yes,11-2023
JN.2,23.672241833862017,0.0131494983942338,1.1877538039828206,yes,11-2023
JN.18,23.64073994473136,0.0055861830887198,1.1706058177592196,yes,11-2023
BA.2.86.1,23.520927947725035,0.0173339052022637,1.1053864124859247,yes,11-2023
JN.1.22,23.51445175415286,0.0016319186551316,1.1018611103144758,yes,11-2023
BA.2.86.2,23.400674109559816,0.0015900745870513,1.0399264919192686,yes,11-2023
JN.1.4.2,25.607948696735093,0.0046142771162538,1.0720325356528844,yes,01-2024
JN.1.13.1,25.59362155345998,0.0019590025608647,1.0661973930560755,yes,01-2024
KP.1.1.1,26.55527462577325,0.0016178663198299,1.1516465367863322,yes,03-2024
KP.3,26.40419251687925,0.0053611648637502,1.078308951658938,yes,03-2024
KP.2.3,27.36246076241706,0.0530995049159751,1.3808005534001746,yes,05-2024
JN.1.2,27.031927367467837,0.0031727215675336,1.195414660671272,yes,05-2024
KP.1.1.1,26.788984770924863,0.0192803849103967,1.0591557203335962,yes,05-2024
JN.1,25.244006460511656,0.0011111111111111,5.290250987280638,yes,01-2020
BA.1,8.071049207133333,0.0011111111111111,1.4182095070255445,yes,01-2020
B.1.351,3.3402380954,0.0018050541516245,4.762846158950769,yes,02-2020
A.6,1.2473333333333334,0.0018050541516245,1.431477011370845,yes,02-2020
B.53,1.0918518515555555,0.0081227436823104,1.1839902547813923,yes,02-2020
A.6,1.2550159489633153,0.0034247697702618,4.973137336959524,yes,03-2020
B.1.222,1.0080331586161773,0.0011142791597024,3.787775433417827,yes,03-2020
B.1.314,0.6746495181653049,0.0016058729066299,2.1877438437711363,yes,03-2020
B.1.91,0.4962641628280015,0.0053419853832792,1.3316064421757057,yes,03-2020
B.53,1.1714535589166657,0.0010115858188313,4.853380342848825,yes,04-2020
B.1.222,1.0373435485806903,0.0051369592362527,4.108789956557323,yes,04-2020
B.1.315,0.807792323291732,0.0020073656092433,2.8343016832107124,yes,04-2020
B.1.1.3,0.5852246377478252,0.0010906159609274,1.598586627041724,yes,04-2020
B.1.552,0.5679166667322909,0.0010115858188313,1.5024912737411529,yes,04-2020
B.1.465,0.549126736177778,0.0015173787282469,1.3981679527979565,yes,04-2020
B.1.91,0.4854729237484847,0.0015647968135046,1.0447564761533958,yes,04-2020
B.1.620,4.277318843962702,0.0021261941125385,9.463477827617012,yes,05-2020
B.1.1.363,2.0137030419363744,0.0018866229449285,3.915859358255027,yes,05-2020
B.1.3,1.099452004286918,0.0023657652801485,1.6752335693922515,yes,05-2020
B.1.222,1.0858148904625653,0.0038930314736621,1.6418120389129855,yes,05-2020
B.1.515,0.8731775362260868,0.0013775342137573,1.1206852149251951,yes,05-2020
B.1.1.363,2.050390151123485,0.0011949053580642,6.564991813521474,yes,06-2020
B.1.3,1.206282330055889,0.0037476577139287,3.1597013626449155,yes,06-2020
B.1.1.279,1.139466509129318,0.0038291285337968,2.890153715661901,yes,06-2020
B.1.1.365,1.1294190939178017,0.0027971648154685,2.849620544161967,yes,06-2020
B.1.1.237,1.1000158730825391,0.0011405914781522,2.7310023953469287,yes,06-2020
B.1.305,1.042517621919692,0.0062460961898813,2.49904358541752,yes,06-2020
B.1.1.222,1.0172314225454329,0.0042636395730929,2.39703427911916,yes,06-2020
B.1.579,1.00830952387619,0.0011405914781522,2.361041654025798,yes,06-2020
B.1.1.298,0.9118929664275228,0.0029601064552046,1.972079042624943,yes,06-2020
B.1.546,0.8464875000666668,0.0032588327947206,1.708221032457406,yes,06-2020
B.1.113,0.7729870219245902,0.0016565733373163,1.4117062151494504,yes,06-2020
B.1.1.339,0.765750000066667,0.0010862775982402,1.3825107014834337,yes,06-2020
B.1.1.299,0.762409356733333,0.0015479455774923,1.369033915036414,yes,06-2020
B.1.36.8,0.759791438964207,0.0033131466746327,1.358472740079985,yes,06-2020
B.1.177,0.7342234849151517,0.0023898107161285,1.2553267821837764,yes,06-2020
D.2,0.7210712527284557,0.0110257176221383,1.202268192326829,yes,06-2020
B.1.1.75,0.7161968749800002,0.0010862775982402,1.1826040314382502,yes,06-2020
B.1.1.41,0.684146577447619,0.0015207886375363,1.0533070750414557,yes,06-2020
B.1.1.7,2.7186156360041864,0.0010320961670781,6.905756762938784,yes,07-2020
B.1.617.2,1.6925027056606523,0.0011939936050512,3.764622915705822,yes,07-2020
B.1.595.1,1.4286293532507477,0.0013558910430242,2.956854594961547,yes,07-2020
B.1.3,1.169938461578204,0.0026308333670619,2.164950807596294,yes,07-2020
B.1.1.237,1.1662222222888912,0.0018213461771967,2.1535746669485296,yes,07-2020
B.1.1.365,1.1598224044382517,0.0012344679645444,2.133983563598882,yes,07-2020
B.1.1.279,1.1139642857214282,0.0011332820658113,1.993602827120281,yes,07-2020
B.1.305,1.0838143240194258,0.0020034807949164,1.9013078541261963,yes,07-2020
B.1.426,1.0660007165005865,0.0019630064354231,1.8467768918275167,yes,07-2020
B.1.258,1.0517790643965526,0.0017606346379568,1.8032416127500024,yes,07-2020
B.1.36.8,0.9805547138732318,0.0013356538632776,1.5852098429904242,yes,07-2020
B.1.546,0.9283043620203126,0.0025903590075687,1.4252612214677542,yes,07-2020
B.1.1.222,0.8628397156281733,0.0028332051645282,1.224861040845684,yes,07-2020
B.1.533,0.8538367067693535,0.0010523333468247,1.1973010569325009,yes,07-2020
B.1.258.3,1.7295511498241358,0.0011688835147118,4.176222698214284,yes,08-2020
B.1.382,1.6025622760129026,0.0012494961708988,3.740525487159045,yes,08-2020
B.1.1.176,1.4460434977775651,0.0015719467956469,3.203511549573613,yes,08-2020
B.1.36.8,1.418887052409919,0.002216848045143,3.1103381308814733,yes,08-2020
B.1.595.1,1.3862843137529428,0.0017130189439742,2.9984785491773094,yes,08-2020
B.1.177.7,1.218604938338273,0.0016324062877871,2.423172744605371,yes,08-2020
B.1.1.279,1.1518464052960804,0.0017130189439742,2.194125066744561,yes,08-2020
B.1.533,1.1165743808698614,0.0017331721080209,2.07310719951298,yes,08-2020
B.1.258,1.1161007705126664,0.0110036275695284,2.071482248400621,yes,08-2020
B.1.1.241,1.068514972450827,0.001894397420395,1.9082159804266212,yes,08-2020
B.1.305,1.0608087121863643,0.0017734784361144,1.8817758994642289,yes,08-2020
B.1.258.2,1.013211499271592,0.0017734784361144,1.7184704672749846,yes,08-2020
B.1.1.222,0.8556057195056561,0.00304312777106,1.1777270412620982,yes,08-2020
Unassigned,0.8492787595987193,0.0140467553405884,1.156019322285014,yes,08-2020
B.1.177,0.8412741026770564,0.0400644901249496,1.1285554461866492,yes,08-2020
B.1.351,4.609790853186101,0.0025310462871918,9.079251038852332,yes,09-2020
B.1.258.3,1.775258972099995,0.0025128373210969,2.675011873785139,yes,09-2020
C.30,1.5137519653160108,0.0023125386940529,2.0841723683413798,yes,09-2020
B.1.258.9,1.2342087473305103,0.0021486579991988,1.4525824974009671,yes,09-2020
B.1.177.7,1.2286892389414754,0.0114170217415055,1.4401119190903682,yes,09-2020
B.1.177.8,1.1704364261835063,0.0017662697112057,1.3084976135927835,yes,09-2020
B.1.177.5,1.1663325617958344,0.0013110455588331,1.2992254903137948,yes,09-2020
B.1.1.279,1.1497428058370536,0.0025310462871918,1.261743193656958,yes,09-2020
B.1.177.17,1.1403888889238107,0.001911941439965,1.2406092909330906,yes,09-2020
B.1.258,1.1371187108007046,0.0130922466222367,1.2332207683511125,yes,09-2020
B.1.1.241,1.0941191961560628,0.0020211952365344,1.1360692148252516,yes,09-2020
B.1.279,1.069710126098132,0.0010743289995994,1.080920241729923,yes,09-2020
B.1.351,4.485938194286576,0.0034463395029783,6.635438673212728,yes,10-2020
B.1.1.7,3.4819044118348086,0.001123088272536,4.853692280759944,yes,10-2020
B.1.258.17,2.3914985290338007,0.0019709098116074,2.918670987705672,yes,10-2020
B.1.177.6,2.379434242938347,0.0024884112705211,2.89726184928445,yes,10-2020
B.1.258.4,2.3793484435762786,0.0011451096112132,2.897109590758381,yes,10-2020
B.1.258.3,1.794920645208745,0.0017617070941742,1.8599909802194972,yes,10-2020
B.1.1.337,1.5632873464572212,0.001365322997985,1.4489372869715893,yes,10-2020
C.30,1.4983559399782915,0.0023672939077966,1.3337107863570286,yes,10-2020
B.1.1.176,1.448534785541051,0.0024003259158124,1.245298759054899,yes,10-2020
AP.1,1.4349506501854612,0.0020700058356547,1.2211925142378075,yes,10-2020
B.1.177.9,1.4213454724551224,0.0027967100120016,1.197048927873098,yes,10-2020
B.1.177.17,1.407673878271794,0.004580438444853,1.172787479661923,yes,10-2020
P.2,1.3490918680901944,0.0014974510300481,1.0688285420962822,yes,10-2020
B.1.279,1.3260029762571424,0.0012331949659219,1.0278552696344572,yes,10-2020
B.1.351,4.71117209990563,0.0060442749357433,6.737180902541297,yes,11-2020
B.1.1.7,3.5081082801105588,0.0196418207445485,4.67173387168209,yes,11-2020
B.1.1.316,2.520895327245477,0.0012519691567863,2.9768644651129006,yes,11-2020
B.1.177.6,2.4564260953537604,0.0020396318713207,2.866182237452525,yes,11-2020
B.1.258.17,2.4409166446942208,0.005787248155211,2.8395552636478767,yes,11-2020
B.1.177.30,1.6380557851906352,0.0010032335627228,1.4611856782860462,yes,11-2020
C.30,1.4984687970804351,0.0011441837326921,1.2215395968438314,yes,11-2020
B.1.177.9,1.4955925891317394,0.0016996932261006,1.2166016583321575,yes,11-2020
B.1.1.176,1.458101427217225,0.0020810878036647,1.1522359881277404,yes,11-2020
AP.1,1.4337888889549313,0.0022386203465715,1.110495675485757,yes,11-2020
P.2,1.392539126183716,0.0038139457756404,1.0396771547742236,yes,11-2020
B.1.177.17,1.3849509567326364,0.0034159688251388,1.0266496147514022,yes,11-2020
B.1.351,4.7763272130671455,0.0126924440012734,5.26439704851061,yes,12-2020
P.1,4.725402170084783,0.0010391825897871,5.194398038815317,yes,12-2020
B.1.1.7,3.505820749402625,0.1174036053028346,3.518022591864845,yes,12-2020
B.1.1.316,2.550644333388644,0.0010752236044618,2.205085001837966,yes,12-2020
B.1.258.17,2.4891341626123804,0.0078929822137592,2.120536206424714,yes,12-2020
B.1.177.6,2.474238702662266,0.002060344672237,2.10006165433008,yes,12-2020
A.23.1,2.060402884324628,0.0013154970356265,1.531223696351156,yes,12-2020
B.1.1.433,1.8517305247681064,0.0018080575695141,1.244393137861581,yes,12-2020
B.1.1.420,1.7018329709673488,0.0010572030971245,1.0383514792333486,yes,12-2020
B.1.351.2,5.420938271775418,0.0014721758759446,4.341554784401295,yes,01-2021
P.1,5.319542351009798,0.002529961505327,4.238810994557584,yes,01-2021
B.1.351,4.825723079339745,0.0135658280716677,3.73842731949316,yes,01-2021
B.1.525,4.013703159542815,0.0015376059148755,2.9156131139653687,yes,01-2021
B.1.1.7,3.5558601612418745,0.2812619273508467,2.451683949521152,yes,01-2021
B.1.526,2.5604345442541394,0.0027262516221197,1.4430260111683564,yes,01-2021
B.1.258.17,2.434487318930777,0.0078952246976586,1.3154045531026626,yes,01-2021
B.1.1.316,2.403588730702781,0.0018065960749246,1.2840952259483398,yes,01-2021
